age,gender,semester,study_hours,attendance,assignment_completion,previous_gpa,mock_test_score,sleep_hours,screen_time,stress_level,programming_practice_hours,class_participation,learning_style,final_gpa
18,Female,2,1.95,99,56,8.21,84,6.2,1.72,4,1.99,5,Reading,7.22
24,Male,2,8.04,56,100,7.98,42,7.5,1.31,1,0.61,10,Kinesthetic,7.68
17,Female,6,6.8,64,50,8.39,96,4.87,6.0,2,3.38,5,Kinesthetic,7.74
18,Female,2,1.43,67,59,6.44,63,7.21,2.35,10,2.44,2,Reading,5.27
19,Female,1,4.24,67,49,6.64,78,6.97,6.87,10,3.54,4,Kinesthetic,5.84
19,Female,2,9.61,90,68,7.43,79,7.78,2.85,6,1.4,4,Reading,8.02
17,Female,8,5.5,73,87,9.47,63,5.49,1.23,8,2.27,10,Reading,7.82
18,Female,2,4.89,51,73,8.34,93,8.67,6.74,3,5.84,10,Visual,7.66
18,Male,2,5.12,89,56,7.42,49,8.81,4.26,7,5.62,8,Kinesthetic,6.97
21,Male,5,2.88,69,93,8.58,78,8.34,5.2,9,5.19,3,Auditory,7.28
23,Female,6,4.32,83,91,6.47,70,6.86,3.35,4,4.67,1,Auditory,6.98
22,Male,6,4.33,92,81,8.37,91,6.1,1.32,7,0.94,7,Kinesthetic,7.67
22,Female,3,1.47,75,52,6.68,98,4.29,3.59,7,2.8,9,Reading,5.9
18,Male,6,7.91,56,83,5.98,72,8.74,4.63,10,4.37,6,Auditory,6.55
24,Male,8,4.75,87,86,7.73,51,8.76,1.08,9,1.57,2,Kinesthetic,7.0
20,Male,7,8.4,79,78,8.14,61,4.09,5.02,3,0.2,2,Auditory,7.68
19,Male,3,8.65,91,66,6.93,51,5.78,7.25,1,2.51,1,Visual,7.44
18,Female,8,2.91,54,93,7.5,97,8.4,2.52,8,2.55,6,Reading,6.76
23,Male,8,6.92,60,92,8.18,45,4.4,7.49,4,0.39,8,Visual,6.96
20,Male,2,5.25,50,65,8.57,98,4.98,1.68,2,1.92,1,Auditory,7.57
24,Female,6,8.92,83,67,9.25,73,8.89,6.78,5,5.5,1,Reading,8.82
22,Female,2,2.94,50,52,6.38,36,8.24,6.88,4,1.5,1,Reading,5.08
23,Male,3,7.1,68,51,9.54,100,8.56,2.8,1,3.41,10,Reading,8.82
17,Male,4,6.47,51,83,7.88,88,4.71,7.7,7,2.93,5,Kinesthetic,7.03
19,Female,5,3.66,70,67,8.67,63,5.06,3.92,4,5.17,7,Kinesthetic,7.27
17,Male,5,2.23,69,41,8.21,79,7.03,1.99,8,3.92,4,Reading,6.51
22,Male,6,6.86,72,76,5.59,65,6.51,5.14,9,0.95,1,Reading,5.94
24,Female,4,7.65,70,96,4.88,83,5.49,7.98,8,0.86,1,Reading,6.04
22,Male,2,3.84,73,96,8.35,43,8.42,7.3,1,3.34,10,Visual,7.35
24,Female,3,6.8,53,73,7.21,61,8.51,2.95,8,0.28,3,Visual,6.5
18,Female,7,4.56,61,62,8.22,90,5.46,5.04,5,2.36,5,Auditory,7.05
17,Male,5,7.42,71,97,7.03,79,4.78,1.81,1,2.39,5,Reading,7.77
22,Female,4,2.79,69,91,6.15,77,4.75,4.23,9,1.18,9,Reading,5.67
23,Male,8,9.01,67,84,6.01,56,6.42,4.66,9,1.81,9,Visual,6.49
19,Male,7,3.59,50,68,8.37,67,4.66,3.21,7,1.98,9,Auditory,6.42
17,Male,4,4.31,79,74,5.97,61,6.37,4.39,7,0.07,8,Auditory,5.78
23,Male,1,1.52,82,50,8.29,74,6.31,7.44,1,4.84,9,Reading,6.96
17,Male,6,2.0,73,87,6.53,60,8.42,4.5,9,5.74,8,Kinesthetic,6.06
17,Female,4,5.64,63,72,8.59,79,5.48,6.82,1,1.74,8,Auditory,7.56
20,Female,8,3.41,85,90,5.26,79,6.8,3.22,7,0.67,8,Auditory,5.88
20,Female,1,8.52,54,50,5.59,60,7.72,7.8,9,5.72,8,Reading,5.98
18,Male,1,1.13,60,48,8.14,40,6.98,1.65,9,4.44,5,Reading,5.73
24,Female,6,4.41,73,53,7.47,62,8.77,5.1,5,5.35,10,Reading,6.84
17,Male,5,4.04,80,48,5.58,47,7.01,6.53,6,2.17,3,Visual,5.32
20,Male,7,1.17,62,78,9.28,97,8.51,6.7,2,2.9,4,Reading,7.51
19,Female,7,2.12,65,87,5.96,47,5.23,2.39,2,5.58,9,Kinesthetic,5.95
19,Female,2,4.72,73,42,6.73,35,6.8,3.81,10,2.76,7,Kinesthetic,5.52
22,Female,2,5.44,62,68,5.57,74,6.72,5.37,9,4.03,9,Auditory,5.8
17,Male,4,4.64,73,58,6.56,71,8.95,3.21,1,4.23,7,Visual,6.9
18,Male,3,5.78,75,75,7.11,65,5.02,5.61,10,5.02,8,Auditory,6.62
22,Female,7,6.36,51,71,6.06,51,4.7,3.65,5,5.85,3,Visual,6.17
20,Female,7,1.09,65,46,8.58,43,7.06,3.46,7,2.01,8,Reading,5.89
22,Male,3,5.18,87,94,6.59,98,5.12,1.76,10,1.48,4,Auditory,6.92
20,Female,1,9.67,95,67,8.37,91,7.2,1.27,6,0.47,6,Kinesthetic,8.62
20,Male,7,5.67,50,83,5.6,47,8.86,6.85,6,5.14,1,Visual,5.84
22,Male,6,7.1,98,57,6.5,71,8.73,4.43,6,1.76,2,Auditory,7.07
18,Male,4,3.81,60,99,4.54,48,5.16,4.94,8,0.3,7,Kinesthetic,4.72
21,Male,4,7.97,100,44,8.52,59,4.85,3.61,7,5.19,6,Kinesthetic,7.94
20,Male,2,7.96,84,62,7.82,91,6.8,1.96,5,3.06,10,Reading,8.08
23,Female,3,5.69,92,94,8.83,76,6.93,4.15,10,5.03,5,Visual,8.12
17,Female,5,9.78,78,61,6.91,76,7.31,2.6,2,3.33,7,Auditory,7.95
20,Female,7,2.13,86,65,8.74,81,7.71,6.86,10,1.88,2,Kinesthetic,6.79
20,Male,7,1.15,66,81,7.93,78,7.0,7.91,6,0.78,10,Visual,6.19
24,Female,6,7.93,88,51,4.52,75,4.56,7.22,10,2.62,4,Reading,5.64
24,Female,4,8.26,91,79,5.84,37,7.95,4.7,5,0.16,5,Visual,6.59
24,Female,8,2.08,77,58,7.12,35,4.4,5.4,4,3.61,8,Visual,5.75
21,Male,4,3.39,78,86,7.78,45,4.1,7.64,10,2.57,6,Auditory,6.09
24,Female,2,1.16,92,40,4.85,41,7.85,4.77,5,0.85,6,Visual,4.58
22,Female,5,3.64,52,42,8.24,46,6.74,5.47,9,3.18,5,Reading,5.86
23,Male,5,7.96,59,66,7.38,72,7.49,5.4,2,4.81,10,Kinesthetic,7.57
17,Female,8,5.66,91,57,7.29,88,5.91,5.96,6,5.85,5,Auditory,7.39
17,Female,8,4.13,63,89,6.05,87,4.06,5.48,9,3.16,1,Kinesthetic,5.95
23,Male,5,4.35,61,69,7.65,66,5.66,5.69,10,0.78,4,Visual,6.04
17,Female,6,1.01,96,41,4.65,79,7.04,6.08,5,4.86,9,Reading,5.22
20,Male,5,3.7,91,44,4.84,85,5.13,6.66,6,4.17,2,Kinesthetic,5.57
20,Female,7,6.82,79,68,8.39,71,7.44,3.82,10,5.72,6,Reading,7.7
19,Male,3,9.77,81,72,6.21,93,7.97,6.22,4,3.21,2,Visual,7.73
21,Male,6,8.62,81,81,6.34,88,6.27,1.7,5,2.14,9,Visual,7.55
22,Male,8,1.21,91,59,5.6,52,8.38,7.13,8,5.78,5,Kinesthetic,5.35
23,Male,7,9.09,81,69,6.86,35,8.27,3.03,1,3.23,9,Auditory,7.53
17,Female,1,8.05,75,81,4.78,55,8.39,3.82,1,0.1,10,Reading,6.4
17,Male,7,8.02,100,44,6.09,62,7.31,6.63,10,2.84,5,Reading,6.5
19,Male,5,5.12,50,89,7.29,50,5.52,5.46,4,0.01,9,Reading,6.22
20,Female,1,4.58,91,60,6.97,82,6.41,3.16,10,4.43,2,Visual,6.76
23,Female,1,3.73,51,97,9.8,62,7.55,2.58,3,3.4,7,Visual,7.9
23,Female,7,1.59,66,54,6.56,56,5.05,7.7,5,0.66,8,Kinesthetic,5.09
19,Male,2,3.05,79,59,6.55,35,7.69,1.61,10,4.88,3,Kinesthetic,5.7
23,Female,5,3.22,88,47,7.17,76,6.74,1.03,8,3.22,1,Visual,6.5
19,Male,3,5.36,56,88,5.51,37,4.48,5.71,1,0.68,2,Auditory,5.59
20,Female,8,7.73,76,70,9.14,78,6.79,5.3,5,0.96,10,Reading,8.14
18,Female,2,5.26,58,51,7.53,61,4.33,6.16,5,4.93,5,Reading,6.46
24,Female,7,1.52,71,60,5.52,85,4.07,6.12,2,2.13,9,Visual,5.43
22,Male,2,9.62,83,69,8.71,58,8.45,7.04,5,4.93,5,Auditory,8.46
24,Male,7,9.48,95,66,4.68,54,6.45,7.45,8,0.42,1,Auditory,6.04
23,Male,1,8.07,98,83,9.71,66,6.72,6.43,10,1.46,1,Auditory,8.41
21,Male,4,9.92,50,65,9.09,47,5.4,2.63,7,4.59,2,Auditory,7.88
18,Male,3,5.9,58,72,7.57,77,6.71,4.24,2,3.85,1,Auditory,7.32
18,Male,6,9.66,69,65,5.09,54,4.84,5.49,6,1.84,8,Kinesthetic,6.11
21,Male,8,1.68,68,65,5.64,36,7.73,4.78,10,5.62,2,Visual,4.89
18,Male,8,4.29,85,75,5.98,94,8.12,2.11,1,1.27,8,Visual,6.97
20,Male,8,3.03,89,79,5.78,38,8.28,5.12,10,5.1,5,Visual,5.64
18,Male,5,2.76,94,40,7.14,51,4.53,7.21,10,4.17,1,Reading,5.7
24,Male,5,2.27,53,98,9.51,35,6.79,3.93,3,0.73,4,Auditory,6.91
23,Male,3,6.6,58,54,6.85,67,8.04,5.68,6,3.33,2,Auditory,6.51
18,Female,5,8.03,90,89,8.01,64,4.64,5.31,9,5.58,6,Reading,7.89
22,Female,4,6.2,71,40,8.15,39,4.5,3.64,1,3.71,5,Auditory,7.02
18,Female,6,2.32,67,50,9.12,46,8.08,4.96,6,3.17,9,Auditory,6.62
20,Female,4,8.3,61,94,4.68,66,7.98,2.47,2,2.2,3,Auditory,6.58
19,Male,8,6.72,91,41,6.64,72,6.24,4.82,9,4.73,5,Auditory,6.71
17,Female,5,4.49,92,40,8.66,51,4.55,6.59,2,5.48,10,Auditory,7.36
21,Female,2,7.07,88,70,8.82,92,6.58,6.31,3,4.52,7,Kinesthetic,8.59
21,Male,8,3.34,58,83,9.41,74,5.97,3.51,2,4.35,9,Visual,7.79
20,Male,6,4.11,55,55,8.22,58,6.59,1.78,4,1.15,3,Kinesthetic,6.58
17,Female,6,9.26,68,93,5.8,46,6.2,6.6,4,5.0,4,Auditory,6.94
18,Female,8,3.61,97,61,7.18,53,6.84,2.86,10,0.24,1,Visual,6.13
23,Male,5,5.23,96,81,4.67,63,7.64,1.37,1,4.54,2,Visual,6.67
23,Female,5,9.01,56,57,7.93,86,7.87,4.12,8,1.27,3,Visual,7.4
24,Male,3,7.37,65,86,7.44,51,7.24,6.18,5,2.92,10,Visual,7.12
22,Female,8,1.56,54,56,8.03,55,4.99,6.66,8,4.17,7,Reading,5.68
21,Male,4,2.33,65,69,9.43,94,5.99,7.88,6,4.55,7,Visual,7.38
23,Male,6,1.07,50,49,8.14,54,4.36,2.33,2,5.33,1,Reading,6.16
18,Female,2,6.68,100,74,6.2,87,6.26,3.06,7,1.7,9,Reading,7.11
22,Female,3,5.03,86,97,5.55,97,8.85,5.27,10,1.35,3,Visual,6.47
24,Female,3,2.21,88,60,9.03,91,7.21,6.68,9,5.98,3,Auditory,7.41
20,Male,2,9.62,68,55,5.53,63,4.77,2.64,7,1.25,2,Auditory,6.29
22,Female,2,5.77,86,45,5.36,35,5.34,3.87,5,3.99,3,Visual,5.69
20,Male,3,3.18,66,42,5.6,93,4.32,3.86,4,5.72,6,Visual,5.85
22,Male,5,5.51,75,80,7.2,98,4.91,6.41,8,5.38,10,Reading,7.19
20,Female,7,7.12,71,82,5.16,78,6.44,2.69,6,2.66,4,Kinesthetic,6.43
19,Female,2,1.69,57,60,9.47,82,5.72,7.78,5,3.83,2,Reading,6.94
20,Male,8,3.47,82,52,9.62,49,5.02,4.57,7,3.17,8,Auditory,7.12
18,Female,6,8.26,51,57,9.66,69,4.73,2.97,3,2.08,1,Kinesthetic,8.07
19,Male,1,5.14,79,97,4.71,57,7.28,2.99,9,0.87,10,Kinesthetic,5.57
18,Male,2,5.92,96,93,9.51,87,6.79,1.13,4,4.82,8,Kinesthetic,9.16
22,Female,6,4.9,69,99,9.79,79,8.21,5.85,4,0.54,2,Reading,8.2
20,Male,3,1.4,67,63,9.49,47,4.92,6.43,8,3.66,9,Reading,6.44
19,Male,1,2.49,92,66,8.06,68,8.24,1.23,6,3.57,4,Visual,7.16
22,Female,3,5.01,59,93,8.22,72,6.89,5.1,1,2.01,4,Reading,7.51
17,Male,4,2.88,73,43,5.15,39,5.33,6.47,2,0.81,7,Reading,4.76
20,Male,4,1.45,53,61,9.13,74,5.37,3.63,9,4.8,3,Kinesthetic,6.54
23,Male,5,8.59,86,63,4.82,55,5.95,4.03,6,2.77,10,Kinesthetic,6.23
19,Female,8,9.83,53,79,6.18,62,6.3,3.53,7,4.35,3,Reading,6.91
22,Female,8,8.14,62,84,9.75,37,4.41,3.21,9,0.1,4,Auditory,7.54
19,Male,2,8.68,74,49,6.74,57,8.21,4.44,3,0.45,10,Kinesthetic,6.94
19,Female,7,3.18,62,41,5.2,53,4.61,2.16,5,1.06,3,Visual,4.76
21,Female,7,9.65,67,79,9.64,84,6.42,4.08,5,0.68,10,Auditory,8.74
19,Female,3,2.77,73,45,9.72,92,5.91,7.59,10,1.15,8,Kinesthetic,6.9
17,Female,1,9.56,51,87,5.49,54,6.56,1.19,7,4.12,9,Visual,6.6
20,Male,6,9.95,97,57,9.08,87,8.44,2.15,2,0.28,5,Kinesthetic,9.17
20,Female,2,7.41,82,56,6.57,43,8.95,6.44,4,0.23,3,Visual,6.52
20,Female,5,9.83,68,77,6.52,38,4.1,1.92,4,0.19,7,Kinesthetic,6.81
19,Male,3,6.13,58,84,5.89,75,5.97,2.9,8,4.19,3,Kinesthetic,6.32
20,Male,6,3.34,77,62,4.74,59,8.09,4.18,10,3.22,6,Reading,5.01
17,Female,6,4.93,84,85,5.92,68,5.63,7.6,3,2.22,4,Auditory,6.42
23,Male,3,6.34,88,69,4.79,43,7.25,2.28,2,4.05,7,Auditory,6.28
23,Female,4,1.66,59,97,9.4,47,8.96,7.46,9,3.32,6,Reading,6.73
21,Male,5,6.6,50,60,8.01,43,7.23,6.03,4,0.04,7,Kinesthetic,6.5
17,Male,6,9.83,91,49,9.2,38,4.56,5.7,9,5.03,4,Auditory,7.99
21,Female,3,2.71,70,95,8.3,68,8.21,6.06,6,2.1,6,Visual,6.96
20,Female,4,8.13,58,82,5.2,41,8.83,1.22,1,2.4,10,Visual,6.5
23,Female,7,9.17,96,52,9.49,49,7.56,1.69,3,4.69,7,Kinesthetic,8.94
22,Male,7,9.49,64,51,9.27,72,6.1,3.34,7,1.12,10,Kinesthetic,7.98
18,Female,4,9.64,84,48,6.34,86,8.74,1.52,9,0.06,8,Visual,7.11
23,Male,1,5.69,54,43,5.09,41,8.84,7.91,8,5.45,10,Kinesthetic,5.05
23,Male,6,9.8,90,78,8.23,79,8.68,5.06,5,3.03,9,Reading,8.67
21,Male,5,7.82,71,63,8.36,93,6.06,4.41,8,2.1,3,Auditory,7.71
24,Female,5,2.46,90,100,9.25,55,7.95,6.5,2,4.91,5,Visual,8.01
17,Male,7,5.29,72,93,4.78,62,7.27,7.84,3,0.16,10,Reading,5.71
17,Female,3,7.46,56,73,5.25,37,4.9,7.69,8,1.21,3,Visual,5.2
22,Male,7,3.23,72,78,7.67,48,6.68,6.55,9,0.93,5,Visual,5.98
24,Male,1,6.77,93,100,7.78,36,7.74,3.64,10,4.43,2,Kinesthetic,7.44
23,Male,2,7.0,74,80,4.68,63,8.48,1.46,8,1.87,3,Auditory,5.99
23,Male,3,2.46,76,44,6.6,52,8.31,1.69,4,4.64,7,Reading,6.06
18,Male,4,6.09,90,54,7.6,71,4.77,1.01,6,0.25,8,Visual,7.05
21,Female,2,7.94,55,89,8.41,79,6.44,1.01,5,3.65,5,Visual,8.1
24,Male,2,5.49,83,43,6.18,79,6.39,7.55,4,1.91,3,Kinesthetic,6.28
21,Female,6,1.11,58,90,7.06,58,8.49,7.49,9,1.12,4,Reading,5.43
24,Female,8,1.08,98,91,8.81,80,4.01,5.67,10,4.9,3,Kinesthetic,7.17
17,Female,8,4.21,82,97,9.56,46,7.69,6.09,3,2.47,3,Kinesthetic,7.94
24,Male,3,9.34,100,78,5.72,87,7.09,4.59,1,3.43,9,Reading,7.95
21,Female,6,3.06,55,97,5.84,79,8.61,2.66,7,0.2,4,Auditory,5.77
18,Male,1,6.71,86,47,9.48,66,6.28,7.4,10,4.75,6,Kinesthetic,7.72
24,Male,5,3.0,80,88,6.6,52,7.29,2.94,8,1.72,3,Visual,6.04
21,Female,1,3.9,83,84,8.31,47,8.86,6.18,3,4.16,8,Auditory,7.41
24,Male,3,8.63,90,63,7.75,38,7.72,2.72,3,4.56,4,Visual,7.91
21,Male,5,7.56,78,92,6.01,57,4.34,7.09,6,0.7,8,Auditory,6.41
18,Male,2,1.86,63,67,7.96,96,4.84,5.56,2,1.78,2,Visual,6.71
20,Male,7,4.86,85,94,7.97,88,8.11,5.5,6,4.34,9,Kinesthetic,7.85
21,Male,7,1.26,85,82,7.64,89,5.67,1.68,5,1.39,2,Kinesthetic,6.81
22,Female,4,5.33,64,66,5.03,74,7.53,3.94,7,5.09,3,Kinesthetic,5.87
17,Female,6,6.96,57,40,9.77,48,7.5,4.67,9,1.87,3,Reading,7.19
19,Male,1,2.07,75,73,6.62,62,8.97,3.06,9,2.41,5,Kinesthetic,5.84
17,Male,6,3.6,85,56,7.88,63,6.35,7.17,1,0.6,3,Auditory,6.79
23,Female,6,4.58,97,76,9.19,95,7.69,6.86,7,0.89,8,Kinesthetic,8.01
22,Female,7,9.28,70,77,6.74,43,4.24,4.46,3,1.65,10,Reading,7.0
17,Female,5,9.94,77,65,8.6,51,6.31,3.38,4,0.29,7,Visual,8.0
24,Male,1,1.4,53,96,9.65,83,4.93,6.61,2,1.16,1,Reading,7.28
24,Female,5,7.85,65,63,6.4,97,8.2,2.38,1,2.45,6,Auditory,7.5
20,Female,4,4.35,71,78,6.65,80,8.2,1.5,10,2.28,2,Auditory,6.41
20,Female,6,4.53,61,99,9.3,47,5.18,1.32,3,1.19,8,Reading,7.56
17,Male,3,7.79,65,60,5.35,79,5.59,1.27,10,0.48,10,Visual,5.9
21,Female,7,9.27,100,69,4.65,87,7.51,4.42,9,1.91,8,Kinesthetic,6.72
23,Male,3,9.56,89,86,9.32,51,7.69,2.79,1,4.47,7,Auditory,9.28
17,Male,5,6.19,87,90,8.85,81,7.29,5.83,3,3.06,8,Kinesthetic,8.44
22,Male,5,4.21,91,87,9.65,96,8.98,5.58,5,5.68,1,Visual,8.82
24,Male,3,8.09,86,96,4.81,84,8.34,4.79,3,0.84,8,Auditory,6.96
21,Male,2,3.26,78,52,5.33,77,6.09,3.47,4,1.24,1,Visual,5.58
18,Female,7,6.08,67,76,5.06,62,5.63,6.95,4,1.68,3,Visual,5.74
23,Male,2,4.23,59,42,8.12,79,6.98,5.97,1,0.08,4,Reading,6.72
18,Male,7,6.91,91,71,7.71,75,8.09,2.9,6,5.66,3,Visual,8.01
23,Female,2,3.16,88,74,6.4,70,6.38,4.51,7,2.67,2,Auditory,6.21
20,Female,7,2.72,67,58,4.8,67,7.69,2.09,7,2.89,3,Reading,5.08
19,Male,4,9.26,50,53,7.89,59,4.1,3.3,6,0.95,9,Auditory,6.93
19,Female,8,1.92,88,87,7.52,53,8.63,7.98,7,5.24,2,Reading,6.6
22,Female,5,5.55,70,61,5.1,81,7.87,2.57,3,4.16,5,Reading,6.34
20,Male,1,2.99,50,56,9.32,67,5.97,5.89,5,2.59,3,Visual,6.76
18,Male,1,1.35,64,98,5.55,48,5.92,2.67,7,5.27,9,Visual,5.38
20,Female,5,1.32,53,43,8.44,67,4.51,7.57,10,5.43,7,Kinesthetic,5.72
18,Female,3,2.58,69,84,9.19,76,8.08,3.17,5,0.3,10,Auditory,7.34
21,Male,8,8.8,59,79,7.57,99,7.84,3.43,10,0.72,3,Auditory,7.47
22,Female,5,3.54,72,58,5.81,81,7.15,5.16,2,0.17,2,Kinesthetic,5.91
23,Female,2,9.55,90,76,6.14,69,4.51,5.12,6,3.49,2,Visual,7.3
18,Male,2,6.23,83,41,9.19,66,5.31,5.05,7,1.31,5,Auditory,7.38
23,Male,1,4.93,95,54,6.08,89,6.29,5.01,2,5.07,9,Auditory,7.04
18,Male,5,6.22,97,41,8.45,88,5.33,3.19,10,2.8,2,Visual,7.51
18,Female,1,5.65,82,50,9.75,85,6.17,4.04,8,5.03,2,Reading,8.14
19,Female,3,7.83,83,84,9.8,93,5.13,5.15,5,3.33,8,Visual,8.99
24,Male,6,3.54,88,62,7.33,48,5.75,5.7,8,4.78,3,Kinesthetic,6.33
18,Female,6,4.18,59,49,8.88,52,7.26,2.77,3,2.23,3,Auditory,6.97
17,Female,6,9.05,69,42,9.75,89,8.46,5.91,2,5.67,6,Reading,9.04
21,Male,4,9.52,50,44,6.49,90,5.93,7.46,7,4.0,6,Kinesthetic,6.73
23,Female,7,9.03,62,42,5.84,83,7.46,6.31,5,3.57,6,Visual,6.66
19,Male,4,4.78,50,77,5.11,94,4.67,1.59,5,2.11,5,Reading,5.79
23,Male,3,8.02,54,52,5.25,87,6.7,4.28,8,5.62,4,Auditory,6.23
17,Female,2,5.29,65,81,9.02,40,8.61,4.05,9,2.03,9,Reading,7.08
19,Female,2,5.48,64,58,7.62,42,4.14,3.36,8,5.02,4,Auditory,6.37
19,Female,8,2.84,98,79,9.13,49,5.34,4.44,10,2.43,1,Visual,7.05
24,Male,2,6.32,77,89,8.68,60,4.66,4.08,2,4.6,8,Reading,8.11
17,Male,1,2.68,80,74,8.07,73,6.67,1.04,10,5.47,8,Reading,6.96
24,Female,7,3.98,72,63,7.73,37,7.4,2.66,7,2.79,3,Reading,6.35
24,Male,6,8.7,97,63,4.76,91,4.29,2.5,5,3.16,9,Auditory,6.9
23,Female,1,2.86,94,56,9.12,44,4.35,3.44,7,1.98,7,Visual,6.87
20,Female,4,1.64,92,79,6.71,37,8.35,2.22,3,0.33,7,Visual,6.08
22,Female,2,1.62,66,49,7.47,80,6.28,1.47,4,3.91,5,Auditory,6.38
22,Female,2,9.47,98,41,4.62,56,6.31,2.38,7,0.72,3,Reading,6.12
22,Male,7,5.56,83,83,9.46,99,8.72,6.98,2,2.12,10,Auditory,8.71
20,Female,6,4.68,62,62,9.28,53,5.6,6.58,2,2.1,5,Auditory,7.25
18,Male,7,8.3,63,45,7.38,96,8.49,4.09,1,0.91,3,Kinesthetic,7.62
17,Female,8,8.52,60,41,7.56,91,8.87,7.14,1,4.0,3,Visual,7.75
18,Male,3,3.99,77,60,8.24,47,5.21,2.63,1,1.05,1,Auditory,6.91
22,Female,4,7.24,91,94,5.9,50,6.57,5.09,6,4.67,4,Reading,6.94
20,Male,6,7.94,81,95,5.68,50,6.67,2.0,5,1.5,9,Auditory,6.77
17,Male,1,6.89,84,74,8.07,86,8.33,6.83,10,1.72,6,Auditory,7.49
24,Female,4,2.36,80,88,5.05,75,5.52,1.91,8,2.06,6,Auditory,5.48
17,Female,6,8.88,66,68,6.91,82,7.99,1.22,5,0.92,6,Reading,7.43
17,Male,8,5.85,96,46,7.11,73,8.86,2.91,1,2.61,5,Kinesthetic,7.49
24,Female,2,3.54,58,68,6.52,47,8.2,7.31,8,0.48,2,Auditory,5.28
18,Male,2,4.83,59,92,5.48,38,8.55,1.91,6,2.56,5,Visual,5.73
19,Male,1,1.34,57,76,6.38,77,7.54,3.31,8,2.04,10,Auditory,5.5
19,Male,7,2.15,70,62,6.29,80,8.52,3.21,2,2.03,3,Kinesthetic,6.17
22,Female,1,7.89,62,72,7.15,81,4.82,6.61,10,3.96,10,Auditory,6.85
19,Male,4,1.0,99,47,8.08,87,7.56,3.95,8,4.61,2,Visual,6.84
23,Male,5,4.75,54,51,9.63,59,7.66,5.28,6,2.14,4,Kinesthetic,7.14
17,Male,2,5.7,55,85,5.26,75,6.2,3.83,1,1.57,10,Visual,6.18
20,Female,2,1.49,79,87,9.13,37,4.4,4.86,1,2.97,9,Visual,7.07
24,Male,5,9.76,80,49,6.01,47,7.11,1.44,10,4.73,7,Visual,6.69
18,Female,4,3.04,66,54,7.63,52,4.26,3.62,5,3.87,10,Kinesthetic,6.16
18,Male,3,3.74,60,92,7.4,71,5.91,6.99,7,0.23,9,Kinesthetic,6.22
20,Female,3,3.74,69,63,7.45,77,5.97,5.84,4,2.88,3,Visual,6.63
19,Male,2,3.07,97,65,8.33,68,8.99,7.87,10,5.95,2,Visual,7.13
22,Female,3,1.01,58,86,6.52,89,5.5,6.52,5,2.12,9,Reading,5.75
21,Female,7,7.56,51,81,6.19,86,8.1,4.16,10,2.64,6,Kinesthetic,6.5
20,Female,4,9.7,86,92,9.02,70,4.27,5.73,3,1.72,10,Auditory,8.77
19,Female,3,3.02,50,99,5.67,88,6.65,6.43,2,2.99,4,Kinesthetic,6.06
17,Female,1,6.97,53,78,5.46,93,6.68,2.89,2,0.97,4,Reading,6.56
20,Female,4,7.68,85,97,4.58,86,7.14,1.42,5,1.48,10,Reading,6.79
24,Male,5,8.64,74,42,5.62,53,8.05,3.84,4,4.27,10,Visual,6.56
19,Female,2,4.8,52,41,7.25,46,7.81,2.01,2,0.83,6,Kinesthetic,6.1
18,Male,4,3.73,58,45,7.35,45,7.81,2.94,5,5.56,7,Auditory,6.21
21,Male,3,3.93,71,60,5.85,82,6.16,7.63,10,1.85,10,Kinesthetic,5.44
21,Female,4,7.41,72,48,4.88,50,7.64,6.93,9,3.45,5,Reading,5.44
21,Male,6,8.35,61,49,8.45,81,6.46,5.15,8,1.93,8,Auditory,7.39
24,Female,5,2.63,59,75,8.52,65,4.33,3.81,9,2.87,10,Auditory,6.39
19,Male,6,4.34,83,98,9.79,42,8.45,2.85,9,5.42,1,Visual,8.03
19,Female,4,9.12,92,42,9.27,95,8.45,5.0,8,0.41,1,Kinesthetic,8.45
24,Male,5,8.26,59,80,9.41,78,5.61,4.73,9,5.14,4,Kinesthetic,8.21
17,Female,5,9.86,79,63,8.73,84,8.57,6.47,4,3.35,8,Kinesthetic,8.68
21,Female,4,7.79,71,61,7.76,69,7.79,7.5,8,3.99,8,Auditory,7.25
23,Female,2,4.54,55,88,5.18,95,6.0,3.3,2,0.34,6,Reading,6.05
18,Male,7,6.32,99,53,7.8,89,5.66,2.44,9,4.57,5,Reading,7.65
24,Male,2,6.95,51,81,4.8,100,8.88,3.82,9,0.77,10,Visual,5.91
22,Female,3,1.71,79,84,9.19,48,7.56,4.06,3,5.79,10,Reading,7.51
21,Female,6,5.9,51,83,7.05,38,5.89,1.28,6,4.8,2,Kinesthetic,6.49
20,Male,4,7.38,81,66,8.2,51,7.21,7.03,7,2.96,5,Visual,7.33
20,Male,6,2.51,91,72,4.78,58,6.86,7.97,3,5.55,5,Reading,5.64
18,Male,6,8.03,65,99,7.33,83,6.62,7.46,5,1.01,2,Reading,7.47
24,Male,4,6.25,61,61,6.1,89,7.22,7.02,1,5.95,8,Visual,6.95
19,Male,8,9.57,50,68,6.01,57,6.69,7.95,3,4.3,10,Auditory,6.69
22,Female,1,1.38,57,58,6.57,46,7.27,7.35,8,0.59,5,Visual,4.75
23,Female,2,3.39,97,58,4.5,45,8.54,5.82,3,3.22,5,Auditory,5.45
21,Male,8,6.41,99,45,6.97,63,8.97,2.17,8,4.27,1,Kinesthetic,7.13
